,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Produsenter,Bildestørrelse,Oppløsning,Skjermteknologi,HDR,Smart TV,Lanseringsår,Pris/tommer,Produktnavn,Kategori,"TV-mottaker, digital",Doble mottakere,Støtte for CI/CA-modul,CI+,Type av digitale mottakere,"Analog 3,5mm-inngang",Digital optisk ut (S/PDIF),HDMI,Antall HDMI-innganger,HDCP-versjon,HDMI-versjon,Standarder som støttes,Hodetelefonutgang,Komponent inn (YPbPr/YCbCr),Kompositt inn,USB-kontakt,Innspillingsfunksjon via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakt (totalt),VGA inn,Øvrige tilkoblinger,Bevegelsesforbedring (frekvens/indeks),Metode,Bildeforhold,Bildefrekvens,Bildestørrelse (cm),Bildstorlek,Lysstyrke,Oppdateringsfrekvens,Skjermtype,Støttede videoformater,Bildefiler som støttes,Lydfiler som støttes,Lydformat,Videofiler som støttes,Design panel,Tilgjengelige farger,Dybde uten stativ,"Høyde, uten stativ",Mål (BxHxD),Bredde,Dybde,Høyde,Produktvekt,Vekt uten stativ,Funksjoner,Internettjenester/apper som støttes,Operativsystem,Ethernet-tilkobling,Trådløst nettverk (Wi-Fi),Trådløs nettverksstandard (IEEE 802.11),3D-støtte (3D-Ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-sertifisert (UHD/4K),Type av HDR,Streaming-standard,VESA-feste,Type VESA-feste,Integrerte høyttalere,Prosessorhastighet,Energiforbruk i HDR-modus (per 1000 t),Energiforbruk i SDR-modus (per 1000 t),Energiklasse (A-G),Energiklasse (HDR),Strømforbruk operativ (min-maks),Strømforbruk standby/hvilemodus,Tilkobling for 9V/12V/14V,Bakgrunnsbelysning,Diodeplassering,Teknologier,Paneltype,Brilleteknologi,Medfølgende briller
1375,NO,TV,Philips 40HFL3011W,7513.00,NOK,1.0,Rangering 956,,(1),"Den billigste prisen for Philips 40HFL3011W akkurat nå er 7 513 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=4334791,23/08/2022 10:03:29,Philips,40 Tommer,Full HD (1920x1080),LCD,Nei,Nei,2017,187.83 kr/tomme,Philips 40HFL3011W,TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,Ja,Ja,3 stk,,,,,1 stk,1 stk,Ja,Ja,1 stk,1 stk,2 stk,,DVI,Ja,Philips Perfect Motion Rate (PMR) 200,16:9,60p,102 cm,40 Tommer,280 cd/m²,50 Hz,,"720p, 1080p (Full HD), 1080i","JPEG/JPG, PNG, BMP, GIF","MP3, WMA, WAV (PCM), AAC",Dolby Digital 5.1,"MPEG1, MPEG2, MPEG4, WMV, AVC/H.264, HD WMV9 (VC-1), AVI, Matroska (MKV), TS, HEVC/H.265",Flat,Hvit,77 mm,532 mm,,918 mm,222 mm,597 mm,9.5 kg,7.6 kg,,,,Nei,Nei,,Nei,Nei,Ja,,Nei,,,Ja,200x200mm,2.0 (Stereo),,,,,,46 W,0.3 W,Nei,LED (lysdiode),Bakbelyst (Back),,,,
1376,NO,TV,"Sony Bravia FWD-49X80GT 49"" 4K Ultra HD (3840x2160) LCD Smart TV",14887.00,NOK,1.0,Rangering 1666,,(1),"Den billigste prisen for Sony Bravia FWD-49X80GT 49"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 14 887 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5100220,23/08/2022 10:03:31,Sony,49 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,303.82 kr/tomme,"Sony Bravia FWD-49X80GT 49"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nei,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,,Ja,4 stk,,,,,,1 stk,Ja,Ja,,,3 stk,,,Ja,Sony MotionFlow XR 100,16:9,,123 cm,49 Tommer,393 cd/m²,,,2160p (4K Ultra HD),,,,,Flat,Sort,57 mm,645 mm,,1101 mm,260 mm,704 mm,12.4 kg,11.8 kg,Bluetooth,"Nettleser, SVT Play",Android,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,,Ja,"HDR10, HLG",,Ja,200x200mm,,,,,,,107 W,0.5 W,Nei,LED (lysdiode),Kantbelyst (Edge),Lokal dimming,,,
1377,NO,TV,"Samsung UE55TU7192 55"" 4K Ultra HD (3840x2160) LCD Smart TV",7872.00,NOK,1.0,Rangering 1668,,(1),"Den billigste prisen for Samsung UE55TU7192 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 7 872 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5411945,23/08/2022 10:03:34,Samsung,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,143.13 kr/tomme,"Samsung UE55TU7192 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,2 stk,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",138 cm,55 Tommer,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,Sort,,,,,,,,,,,Tizen OS,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1378,NO,TV,"Samsung UE43BU8575 43"" 4K Ultra HD (3840x2160) LCD Smart TV",6990.00,NOK,1.0,Rangering 1669,,(1),"Den billigste prisen for Samsung UE43BU8575 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 6 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=7000678,23/08/2022 10:03:38,Samsung,43 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,162.56 kr/tomme,"Samsung UE43BU8575 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,108 cm,43 Tommer,,,LED,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1379,NO,TV,"Toshiba 65UA2B63DG 65"" 4K Ultra HD (3840x2160) LCD Smart TV",8554.50,NOK,2.0,Rangering 1670,,(1),"Den billigste prisen for Toshiba 65UA2B63DG 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 8 440 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5900159,23/08/2022 10:03:40,Toshiba,65 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,129.85 kr/tomme,"Toshiba 65UA2B63DG 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,165 cm,65 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,SVT Play,Android,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1380,NO,TV,"Toshiba 58UL3063DG 58"" 4K Ultra HD (3840x2160) LCD Smart TV",7559.00,NOK,2.0,Rangering 1671,,(1),"Den billigste prisen for Toshiba 58UL3063DG 58"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 7 559 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5412192,23/08/2022 10:03:41,Toshiba,58 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,130.33 kr/tomme,"Toshiba 58UL3063DG 58"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,3 stk,,,,,,,,,,,,,,,,,,146 cm,58 Tommer,,,,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1381,NO,TV,"TCL 32S5201 32"" HD Ready (1366x768) LCD Android TV",3535.00,NOK,2.0,Rangering 1672,,(1),"Den billigste prisen for TCL 32S5201 32"" HD Ready (1366x768) LCD Android TV akkurat nå er 3 491 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6016509,23/08/2022 10:03:44,TCL,32 Tommer,,LCD,,Ja,2022,109.09 kr/tomme,"TCL 32S5201 32"" HD Ready (1366x768) LCD Android TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Tommer,,,,"720p, 1080i",,,,,,,,,,,,,,,,SVT Play,Android,,,,,,,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
1382,NO,TV,"Samsung UE75BU8575 75"" 4K Ultra HD (3840x2160) LCD Smart TV",16990.00,NOK,1.0,Rangering 1673,,(1),"Den billigste prisen for Samsung UE75BU8575 75"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 16 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6150399,23/08/2022 10:03:49,Samsung,75 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,226.53 kr/tomme,"Samsung UE75BU8575 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,189 cm,75 Tommer,,,LED,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1383,NO,TV,"Samsung UE55BU8072 55"" 4K Ultra HD (3840x2160) LCD Smart TV",8798.00,NOK,2.0,Rangering 1674,,(1),"Den billigste prisen for Samsung UE55BU8072 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 8 798 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6091113,23/08/2022 10:03:51,Samsung,55 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,159.96 kr/tomme,"Samsung UE55BU8072 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,138 cm,55 Tommer,,,LED,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1384,NO,TV,"Samsung UE43BU8072 43"" 4K Ultra HD (3840x2160) LCD Smart TV",6891.00,NOK,2.0,Rangering 1675,,(1),"Den billigste prisen for Samsung UE43BU8072 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 6 881 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6089587,23/08/2022 10:03:54,Samsung,43 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,160.02 kr/tomme,"Samsung UE43BU8072 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,108 cm,43 Tommer,,,LED,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1385,NO,TV,"Sharp 24BI5EA 24"" HD Ready (1366x768) LCD Smart TV",4792.00,NOK,2.0,Rangering 1676,,(1),"Den billigste prisen for Sharp 24BI5EA 24"" HD Ready (1366x768) LCD Smart TV akkurat nå er 4 792 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6237673,23/08/2022 10:03:58,Sharp,,,LCD,,Ja,2022,,"Sharp 24BI5EA 24"" HD Ready (1366x768) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"720p, 1080i",,,,,,Sort,,,,,,,,,,SVT Play,Android,,Ja,,,,Nei,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
1386,NO,TV,"Hisense 50E78HQ 50"" 4K Ultra HD (3840x2160) QLED Smart TV",5734.00,NOK,1.0,Rangering 1677,,(1),"Den billigste prisen for Hisense 50E78HQ 50"" 4K Ultra HD (3840x2160) QLED Smart TV akkurat nå er 5 734 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=7007168,23/08/2022 10:04:01,Hisense,50 Tommer,4K Ultra HD (3840x2160),LCD,,,,114.68 kr/tomme,"Hisense 50E78HQ 50"" 4K Ultra HD (3840x2160) QLED Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1387,NO,TV,LG 49LT341H,8777.00,NOK,1.0,Rangering 1678,,(1),"Den billigste prisen for LG 49LT341H akkurat nå er 8 777 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5216351,23/08/2022 10:04:05,LG,49 Tommer,Full HD (1920x1080),LCD,Nei,Nei,2019,179.12 kr/tomme,LG 49LT341H,TV,Ja,,Ja,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,2 stk,,2.0,,,1 stk,,Ja,,,,1 stk,Ja,,,,16:9,,123 cm,49 Tommer,400 cd/m²,,,"720p, 1080p (Full HD), 1080i",,,,,,Sort,,770 mm,,1110 mm,303 mm,705 mm,14.5 kg,,,,,Ja,Nei,,,,Ja,,Nei,,,Ja,,,,,,,,71.6 W,0.3 W,Nei,LED (lysdiode),Bakbelyst (Back),,,,
1388,NO,TV,"TCL 65X10 65"" 4K Ultra HD (3840x2160) LCD Smart TV",25795.00,NOK,2.0,Rangering 1681,2.3,(1 anmeldelse),"Den billigste prisen for TCL 65X10 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 25 795 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5192767,23/08/2022 10:04:10,TCL,65 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,396.85 kr/tomme,"TCL 65X10 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,3 stk,2.2,2.0b,"MHL, ARC",,,,Ja,,2 stk,,2 stk,,,Ja,,16:9,"24p, 30p, 60p, 50p",165 cm,65 Tommer,1500 cd/m²,100 Hz,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)","JPEG/JPG, PNG, BMP","MP3, WMA","Dolby TrueHD, Dolby Atmos","MPEG1, MPEG2, MPEG4, WMV, AVI, Matroska (MKV), TS",Flat,Sort,95 mm,841 mm,,1448 mm,337 mm,931 mm,35.5 kg,31.7 kg,"Bluetooth, Talestyring, Støtte for HbbTV","YouTube, Nettleser, Netflix, Viaplay, SVT Play, Amazon Prime Video",Android,Ja,Ja,"802.11a, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG, HDR10+",Google Cast/Chromecast,Ja,400x200mm,Flerkanal,,,,,,120 - 170 W,0.29 W,Nei,LED (lysdiode),Bakbelyst (Back),"Quantum dot, Lokal dimming, Mini-LED",VA,,
1389,NO,TV,"Tesla Smart UHD TV 55"" 4K Ultra HD (3840x2160) LCD Smart TV",5426.00,NOK,1.0,Rangering 1682,,(1),"Den billigste prisen for Tesla Smart UHD TV 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 5 426 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6546202,23/08/2022 10:04:14,Tesla,,,,,,,,"Tesla Smart UHD TV 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,NO,TV,"Tesla Smart UHD TV 43"" 4K Ultra HD (3840x2160) LCD Smart TV",4514.00,NOK,1.0,Rangering 1683,,(1),"Den billigste prisen for Tesla Smart UHD TV 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 4 514 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6546248,23/08/2022 10:04:17,Tesla,,,,,,,,"Tesla Smart UHD TV 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,NO,TV,"Sony Bravia KE-55XH9505 (KD-55XH9505) 55"" 4K Ultra HD (3840x2160) LCD Smart TV",16726.00,NOK,1.0,Rangering 1684,3.8,(2 anmeldelser),"Den billigste prisen for Sony Bravia KE-55XH9505 (KD-55XH9505) 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 16 726 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5287117,23/08/2022 10:04:22,Sony,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,304.11 kr/tomme,"Sony Bravia KE-55XH9505 (KD-55XH9505) 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",0 stk,Ja,Ja,4 stk,2.3,,eARC,Ja,0 stk,1 stk,Ja,Ja,2 stk,1 stk,3 stk,Nei,,Nei,,16:9,"24p, 30p, 60p, 50p, 120p",139 cm,55 Tommer,,50 Hz,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",JPEG/JPG,"MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC",Dolby Atmos,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, HD WMV9 (VC-1), AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265, VP9",Flat,"Sort, Sølv, Grå",70 mm,710 mm,,1230 mm,310 mm,779 mm,18.1 kg,16.8 kg,"Bluetooth, Talestyring, Støtter NFC, Støtte for HomeKit","YouTube, Spotify, Nettleser, Netflix, Viaplay, SVT Play, TV4 Play, SF Anytime, HBO Nordic, Amazon Prime Video",Android,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG","Google Cast/Chromecast, AirPlay 2",Ja,300x300mm,2.0 (Stereo),,218 kWh,166 kWh,G,G,166 - 255 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),Lokal dimming,VA,,
1392,NO,TV,"Grundig 39GFF6900B 39"" Full HD (1920x1080) LCD Android TV",5220.00,NOK,1.0,Rangering 1685,,(1),"Den billigste prisen for Grundig 39GFF6900B 39"" Full HD (1920x1080) LCD Android TV akkurat nå er 5 220 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6508558,23/08/2022 10:04:25,Grundig,39 Tommer,,LCD,,Ja,,133.85 kr/tomme,"Grundig 39GFF6900B 39"" Full HD (1920x1080) LCD Android TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
1393,NO,TV,"Hisense 50A63H 50"" 4K Ultra HD (3840x2160) LCD Smart TV",5975.00,NOK,1.0,Rangering 1686,,(1),"Den billigste prisen for Hisense 50A63H 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 5 975 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6490492,23/08/2022 10:04:29,Hisense,50 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,119.5 kr/tomme,"Hisense 50A63H 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1394,NO,TV,"Samsung QLED QE65Q64B 65"" 4K Ultra HD (3840x2160) Smart TV",12990.00,NOK,1.0,Rangering 1688,,(1),"Den billigste prisen for Samsung QLED QE65Q64B 65"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 12 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6237768,23/08/2022 10:04:31,Samsung,65 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,199.85 kr/tomme,"Samsung QLED QE65Q64B 65"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",,65 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1395,NO,TV,"Toshiba 55UA5D63DG 55"" 4K Ultra HD (3840x2160) LCD Smart TV",6990.00,NOK,1.0,Rangering 1689,,(1),"Den billigste prisen for Toshiba 55UA5D63DG 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 6 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=7005950,23/08/2022 10:04:34,Toshiba,55 Tommer,,,,,,127.09 kr/tomme,"Toshiba 55UA5D63DG 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,140 cm,55 Tommer,,,,,,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,,,,,,,
1396,NO,TV,"Samsung QLED QE50Q64B 50"" 4K Ultra HD (3840x2160) Smart TV",8990.00,NOK,1.0,Rangering 1690,,(1),"Den billigste prisen for Samsung QLED QE50Q64B 50"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 8 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6237576,23/08/2022 10:04:36,Samsung,50 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,179.8 kr/tomme,"Samsung QLED QE50Q64B 50"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",,50 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1397,NO,TV,"Samsung QLED QE55Q64B 55"" 4K Ultra HD (3840x2160) Smart TV",9990.00,NOK,1.0,Rangering 1691,,(1),"Den billigste prisen for Samsung QLED QE55Q64B 55"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 9 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6237770,23/08/2022 10:04:39,Samsung,55 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,181.64 kr/tomme,"Samsung QLED QE55Q64B 55"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",,55 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1398,NO,TV,"Samsung QLED QE43Q64B 43"" 4K Ultra HD (3840x2160) Smart TV",7990.00,NOK,1.0,Rangering 1692,,(1),"Den billigste prisen for Samsung QLED QE43Q64B 43"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 7 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6302630,23/08/2022 10:04:42,Samsung,43 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,185.81 kr/tomme,"Samsung QLED QE43Q64B 43"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",,43 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1399,NO,TV,"GoGEN TVF 43M552STWEB 43"" Full HD (1920x1080) LCD Smart TV",,NOK,,Rangering 1702,,(1),   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ,https://www.prisjakt.no/product.php?p=6016472,23/08/2022 10:04:45,GoGEN,43 Tommer,,,,Ja,2022,,"GoGEN TVF 43M552STWEB 43"" Full HD (1920x1080) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 Tommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nei,,,,,,
1400,NO,TV,"Panasonic TX-48JZW984 48"" 4K Ultra HD (3840x2160) OLED Android TV",15744.00,NOK,1.0,Rangering 1693,,(1),"Den billigste prisen for Panasonic TX-48JZW984 48"" 4K Ultra HD (3840x2160) OLED Android TV akkurat nå er 15 744 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6477325,23/08/2022 10:04:49,Panasonic,48 Tommer,4K Ultra HD (3840x2160),OLED,,,2022,328 kr/tomme,"Panasonic TX-48JZW984 48"" 4K Ultra HD (3840x2160) OLED Android TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,121 cm,48 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,,,,,,
